invoice_number,vendor_name,gst_number,invoice_category,payment_method,invoice_amount,tax_amount,payment_terms,invoice_date,due_date,vendor_frequency,duplicate_invoice,gst_valid,tax_mismatch,date_anomaly,amount_deviation,fraud
INV-107343,XYZ Solutions,24FXSPP8847XRZO,Hardware,Bank Transfer,15349.95,2762.99,45,2025-10-21 12:15:35.258607,2025-12-05 12:15:35.258607,55,0,1,0,0,0.6,0
INV-107344,Apex Supplies,26GCUDD6931VXZZ,Electronics,Bank Transfer,47310.23,8515.84,30,2026-05-05 12:15:35.258617,2026-06-04 12:15:35.258617,9,0,1,0,0,1.14,0
INV-107345,Skyline Pvt Ltd,30AKCKK9237OJZR,Software,UPI,73561.08,14521.88,60,2026-04-10 12:15:35.258628,2026-06-09 12:15:35.258628,20,0,1,1,0,0.59,1
INV-107346,Prime Electronics,16ITMDK6951ZWZL,Consulting,Bank Transfer,93839.56,16891.12,15,2025-11-13 12:15:35.258641,2025-11-28 12:15:35.258641,46,1,1,0,0,0.91,1
INV-107347,Vertex Systems,14WVMAD7517FSZW,Hardware,UPI,91658.1,16498.46,15,2025-11-13 12:15:35.258653,2025-11-28 12:15:35.258653,11,0,1,0,0,0.74,0
INV-107348,Future Innovations,35TGNKE6275WIZR,Software,Cheque,93105.72,16759.03,15,2025-08-22 12:15:35.258664,2025-09-06 12:15:35.258664,68,0,1,0,0,1.1,0
INV-107349,Bluechip Enterprises,14MHKSV7426M0ZU,Software,Cheque,94795.08,17063.11,30,2026-02-06 12:15:35.258677,2026-03-08 12:15:35.258677,52,0,1,0,0,0.51,0
INV-107350,TechNova,12UGNEK4889DBZE,Electronics,Bank Transfer,75400.74,13572.13,15,2026-03-31 12:15:35.258690,2026-04-15 12:15:35.258690,96,0,1,0,0,1.19,0
INV-107351,Vertex Systems,15UYVME7750Y3Z2,Consulting,UPI,43367.83,18881.4,60,2026-02-28 12:15:35.258701,2026-04-29 12:15:35.258701,90,0,1,1,0,0.89,1
INV-107352,TechNova,13LURHJ4626HLZC,Hardware,Credit Card,20880.22,3758.44,60,2026-04-26 12:15:35.258713,2026-06-25 12:15:35.258713,83,0,1,0,0,0.61,0
INV-107353,XYZ Solutions,36LLRVE5328G5ZV,Hardware,Cheque,60840.23,10951.24,60,2026-01-30 12:15:35.258726,2026-03-31 12:15:35.258726,7,0,1,0,0,0.9,0
INV-107354,Vertex Systems,15OWSFF8393EKZP,Electronics,Cheque,66069.15,11892.45,45,2025-09-13 12:15:35.258737,2025-10-28 12:15:35.258737,62,0,1,0,0,0.51,0
INV-107355,Global Traders,25EFVIJ0323L3Z2,Software,UPI,74043.72,13327.87,30,2025-12-25 12:15:35.258749,2025-12-23 12:15:35.258749,56,0,1,0,1,0.79,1
INV-107356,Global Traders,13UGRKB2831J2ZP,Consulting,UPI,58326.83,10498.83,60,2025-08-18 12:15:35.258763,2025-10-17 12:15:35.258763,47,0,1,0,0,1.13,0
INV-107357,Skyline Pvt Ltd,37IBGYT3345T6ZL,Maintenance,Bank Transfer,59738.98,10753.02,15,2026-03-05 12:15:35.258775,2026-03-20 12:15:35.258775,80,0,1,0,0,0.66,0
INV-107358,ABC Technologies,20WPQRG6740FQZW,Maintenance,Credit Card,16032.31,2885.82,60,2026-03-09 12:15:35.258786,2026-05-08 12:15:35.258786,57,0,1,0,0,0.87,0
INV-107359,Vertex Systems,17WXSAY5724RYZH,Electronics,Cheque,47418.89,8535.4,15,2025-12-14 12:15:35.258798,2025-12-29 12:15:35.258798,62,0,1,0,0,0.67,0
INV-107360,Skyline Pvt Ltd,20UAUWC4508G9ZY,Hardware,Bank Transfer,96743.59,17413.85,15,2026-01-09 12:15:35.258811,2026-01-24 12:15:35.258811,97,0,1,0,0,0.5,0
INV-107361,ABC Technologies,36SFOAW6062IUZP,Consulting,Cheque,4740.35,853.26,30,2026-06-14 12:15:35.258823,2026-05-31 12:15:35.258823,22,0,1,0,1,1.31,1
INV-107362,Vertex Systems,31TGPSC1390E1ZM,Consulting,Cheque,49559.25,8920.66,60,2025-12-19 12:15:35.258836,2026-02-17 12:15:35.258836,27,0,1,0,0,0.61,0
INV-107363,Apex Supplies,22ISEUF0010UKZY,Maintenance,Credit Card,75256.36,13546.14,15,2025-11-18 12:15:35.258847,2025-12-03 12:15:35.258847,91,0,1,0,0,1.37,0
INV-107364,XYZ Solutions,37OHJXI1565UFZ8,Software,Cheque,41729.86,7511.37,45,2025-10-24 12:15:35.258858,2025-12-08 12:15:35.258858,18,0,1,0,0,0.69,0
INV-107365,XYZ Solutions,11ICYYY9454GXZD,Hardware,Credit Card,4350.47,783.08,30,2025-10-28 12:15:35.258869,2025-11-27 12:15:35.258869,28,0,1,0,0,0.65,0
INV-107366,XYZ Solutions,33ELLBL7170FHZ6,Maintenance,Credit Card,65142.66,11725.68,45,2026-05-16 12:15:35.258880,2026-06-30 12:15:35.258880,53,0,1,0,0,0.98,0
INV-107367,Vertex Systems,21QLFDL8287EJZB,Consulting,UPI,85573.49,15403.23,60,2026-01-10 12:15:35.258891,2026-03-11 12:15:35.258891,51,0,1,0,0,1.27,0
INV-107368,XYZ Solutions,29RUPYC5368S8ZX,Maintenance,UPI,12443.89,2239.9,45,2025-10-03 12:15:35.258902,2025-11-17 12:15:35.258902,49,0,1,0,0,5.5,1
INV-107369,Vertex Systems,35RUWJF0902DFZG,Maintenance,Credit Card,87444.58,15740.02,15,2026-02-05 12:15:35.258915,2026-01-17 12:15:35.258915,58,0,1,0,1,0.54,1
INV-107370,Bluechip Enterprises,30ZBOLA6947EEZ0,Hardware,Credit Card,23806.02,4285.08,45,2025-10-29 12:15:35.258928,2025-12-13 12:15:35.258928,28,0,1,0,0,1.3,0
INV-107371,Vertex Systems,35ULWOI4336RPZB,Software,Bank Transfer,63547.5,11438.55,15,2025-12-31 12:15:35.258941,2025-12-21 12:15:35.258941,62,0,1,0,1,1.19,1
INV-107372,Vertex Systems,23ZMIXN8365EFZA,Maintenance,UPI,32521.74,5853.91,15,2025-08-10 12:15:35.258955,2025-08-05 12:15:35.258955,16,0,1,0,1,0.51,1
INV-107373,XYZ Solutions,ABCDE,Software,Credit Card,69837.18,12570.69,15,2025-10-24 12:15:35.258969,2025-11-08 12:15:35.258969,48,0,0,0,0,1.21,1
INV-107374,ABC Technologies,31DCVKJ4511BBZG,Maintenance,UPI,16265.49,2927.79,30,2026-01-19 12:15:35.258983,2026-02-18 12:15:35.258983,72,0,1,0,0,0.75,0
INV-107375,Vertex Systems,13CRATI8870LFZK,Electronics,Bank Transfer,49035.98,8826.48,30,2026-04-07 12:15:35.258995,2026-05-07 12:15:35.258995,6,0,1,0,0,0.75,0
INV-107376,Skyline Pvt Ltd,11PPIRQ9947TCZW,Consulting,UPI,28215.54,5078.8,45,2026-02-04 12:15:35.259006,2026-03-21 12:15:35.259006,34,0,1,0,0,1.19,0
INV-107377,Global Traders,13AAAKN4713THZY,Electronics,Credit Card,3881.23,698.62,45,2026-04-29 12:15:35.259018,2026-06-13 12:15:35.259018,20,0,1,0,0,1.19,0
INV-107378,Vertex Systems,22SMSCZ4349GNZP,Maintenance,Cheque,70309.58,12655.72,30,2025-10-20 12:15:35.259028,2025-11-19 12:15:35.259028,54,0,1,0,0,0.51,0
INV-107379,Vertex Systems,29XPCVV2627U7Z0,Hardware,UPI,13015.11,4347.06,15,2025-11-18 12:15:35.259039,2025-12-03 12:15:35.259039,93,0,1,1,0,0.68,1
INV-107380,XYZ Solutions,16PTEBJ2462L7ZS,Consulting,Cheque,84411.95,40989.53,60,2025-07-08 12:15:35.259052,2025-09-06 12:15:35.259052,16,0,1,1,0,0.51,1
INV-107381,TechNova,37PIADO7845MTZS,Electronics,Credit Card,12923.8,2342.88,30,2025-10-07 12:15:35.259064,2025-11-06 12:15:35.259064,4,0,1,1,0,1.25,1
INV-107382,XYZ Solutions,13XMQHK0036OUZP,Software,Credit Card,79158.4,14248.51,15,2025-12-12 12:15:35.259077,2025-12-27 12:15:35.259077,64,0,1,0,0,1.48,0
INV-107383,Bluechip Enterprises,20KVMNJ1750N7ZB,Software,Credit Card,74494.34,13408.98,30,2026-05-07 12:15:35.259088,2026-06-06 12:15:35.259088,64,1,1,0,0,1.05,1
INV-107384,Global Traders,33OWJCJ2993ROZP,Electronics,Bank Transfer,14970.91,2694.76,30,2025-09-30 12:15:35.259102,2025-10-30 12:15:35.259102,60,0,1,0,0,1.44,0
INV-107385,ABC Technologies,37RPJDN1347VJZS,Software,Bank Transfer,5053.88,909.7,45,2026-03-17 12:15:35.259115,2026-05-01 12:15:35.259115,98,1,1,0,0,0.6,1
INV-107386,Apex Supplies,19EEUVU2885MXZE,Maintenance,Credit Card,73446.45,13220.36,45,2025-07-14 12:15:35.259128,2025-08-28 12:15:35.259128,86,0,1,0,0,0.66,0
INV-107387,Future Innovations,25EBPXO4106XVZL,Maintenance,Credit Card,70560.5,12700.89,15,2025-07-06 12:15:35.259141,2025-06-18 12:15:35.259141,54,0,1,0,1,0.51,1
INV-107388,Bluechip Enterprises,11ERYPM7225HBZZ,Hardware,Credit Card,28651.58,5157.28,30,2026-06-15 12:15:35.259159,2026-07-15 12:15:35.259159,5,0,1,0,0,1.02,0
INV-107389,Prime Electronics,26NJQSW2211ADZ9,Hardware,UPI,56831.99,10229.76,15,2025-08-07 12:15:35.259172,2025-08-22 12:15:35.259172,63,0,1,0,0,0.81,0
INV-107390,ABC Technologies,25GRWHB0795YEZE,Electronics,Bank Transfer,29477.65,5305.98,15,2025-10-22 12:15:35.259185,2025-11-06 12:15:35.259185,7,0,1,0,0,0.99,0
INV-107391,Skyline Pvt Ltd,18VSFES2915Y8ZE,Hardware,Bank Transfer,59383.49,10689.03,15,2026-01-25 12:15:35.259198,2026-02-09 12:15:35.259198,42,0,1,0,0,1.02,0
INV-107392,Future Innovations,34QHQHN0979IHZR,Electronics,Credit Card,12899.52,2321.91,15,2025-10-01 12:15:35.259213,2025-10-16 12:15:35.259213,95,0,1,0,0,1.41,0
INV-107393,Global Traders,10SBQQQ9497MDZ8,Maintenance,Bank Transfer,32733.78,5892.08,15,2026-06-16 12:15:35.259226,2026-07-01 12:15:35.259226,61,0,1,0,0,1.33,0
INV-107394,Skyline Pvt Ltd,36KBQTA3763T2Z7,Hardware,Credit Card,53406.63,9613.19,15,2025-10-18 12:15:35.259238,2025-11-02 12:15:35.259238,56,0,1,0,0,1.16,0
INV-107395,Skyline Pvt Ltd,17QKHZS5603XFZD,Maintenance,UPI,36301.6,6534.29,60,2026-04-07 12:15:35.259251,2026-03-16 12:15:35.259251,63,0,1,0,1,0.9,1
INV-107396,TechNova,16PLYTL6904NAZR,Electronics,UPI,45476.61,8185.79,60,2025-09-20 12:15:35.259267,2025-11-19 12:15:35.259267,96,0,1,0,0,1.13,0
INV-107397,TechNova,27HTIBL3275GIZG,Hardware,Cheque,30091.27,5416.43,45,2025-09-26 12:15:35.259280,2025-11-10 12:15:35.259280,58,0,1,0,0,0.51,0
INV-107398,ABC Technologies,33IMMFY9558ZKZT,Consulting,UPI,82667.3,14880.11,30,2026-06-09 12:15:35.259294,2026-07-09 12:15:35.259294,44,0,1,0,0,1.22,0
INV-107399,ABC Technologies,33XGPTA0277JDZG,Hardware,Cheque,53398.17,9611.67,45,2026-01-15 12:15:35.259306,2026-03-01 12:15:35.259306,40,0,1,0,0,1.03,0
INV-107400,Prime Electronics,34NHYEM3560DLZ6,Hardware,Credit Card,60800.65,10944.12,60,2026-05-05 12:15:35.259331,2026-07-04 12:15:35.259331,90,0,1,0,0,1.17,0
INV-107401,TechNova,26JDWWW1194ALZV,Consulting,Bank Transfer,27608.42,1972.9,30,2025-12-24 12:15:35.259346,2026-01-23 12:15:35.259346,17,0,1,1,0,0.77,1
INV-107402,Future Innovations,36BEWSS3604KHZF,Electronics,UPI,93731.75,16871.72,60,2025-12-12 12:15:35.259361,2026-02-10 12:15:35.259361,49,0,1,0,0,0.64,0
INV-107403,Global Traders,17TWTWT4750ILZJ,Maintenance,Credit Card,2343.29,421.79,60,2026-05-22 12:15:35.259374,2026-07-21 12:15:35.259374,77,1,1,0,0,0.96,1
INV-107404,XYZ Solutions,14WQLOI7219YUZ8,Maintenance,UPI,43424.04,7816.33,45,2026-05-07 12:15:35.259388,2026-06-21 12:15:35.259388,91,0,1,0,0,1.16,0
INV-107405,TechNova,28NNLRZ7525UYZD,Electronics,Bank Transfer,64177.82,11552.01,45,2025-10-14 12:15:35.259400,2025-11-28 12:15:35.259400,99,0,1,0,0,5.23,1
INV-107406,Prime Electronics,27GKIBC6028YFZP,Software,UPI,40623.54,7312.24,30,2026-03-05 12:15:35.259414,2026-04-04 12:15:35.259414,96,0,1,0,0,1.11,0
INV-107407,TechNova,16IKYMM0827XUZ2,Electronics,UPI,66908.83,12043.59,60,2025-08-15 12:15:35.259428,2025-10-14 12:15:35.259428,2,0,1,0,0,1.27,0
INV-107408,ABC Technologies,10HOUFI0957DTZ0,Software,Bank Transfer,55915.35,10064.76,60,2026-01-11 12:15:35.259440,2026-03-12 12:15:35.259440,35,0,1,0,0,1.3,0
INV-107409,Future Innovations,27BPYHX3065ZDZI,Software,UPI,60606.72,15646.93,60,2025-11-24 12:15:35.259453,2026-01-23 12:15:35.259453,37,0,1,1,0,1.3,1
INV-107410,Global Traders,28ZBPZD7656V9ZK,Electronics,UPI,1095.59,197.21,15,2026-04-13 12:15:35.259468,2026-04-28 12:15:35.259468,52,0,1,0,0,0.75,0
INV-107411,ABC Technologies,21SVEFJ0193QDZO,Hardware,Bank Transfer,67148.32,12086.7,15,2025-09-30 12:15:35.259483,2025-09-17 12:15:35.259483,54,0,1,0,1,1.26,1
INV-107412,Future Innovations,29HODXA3460PFZ4,Software,Cheque,64440.18,28004.43,15,2025-07-21 12:15:35.259505,2025-08-05 12:15:35.259505,21,0,1,1,0,0.94,1
INV-107413,XYZ Solutions,28ZYVTM4442G1ZX,Software,Cheque,45536.72,8196.61,15,2025-10-06 12:15:35.259522,2025-10-21 12:15:35.259522,79,0,1,0,0,0.61,0
INV-107414,Future Innovations,12FHXOS8772AZZA,Maintenance,Bank Transfer,63172.2,11371.0,60,2025-07-04 12:15:35.259534,2025-09-02 12:15:35.259534,32,1,1,0,0,1.19,1
INV-107415,Skyline Pvt Ltd,11ZNMYM4373W8ZW,Maintenance,Bank Transfer,65430.82,11777.55,15,2025-08-23 12:15:35.259546,2025-09-07 12:15:35.259546,33,0,1,0,0,0.8,0
INV-107416,TechNova,15XBGPT3483AEZF,Consulting,Credit Card,14124.6,2542.43,45,2026-06-09 12:15:35.259562,2026-07-24 12:15:35.259562,29,0,1,0,0,1.13,0
INV-107417,Global Traders,22MPOEI0433KTZR,Maintenance,Cheque,69442.38,12499.63,30,2026-06-19 12:15:35.259573,2026-07-19 12:15:35.259573,66,0,1,0,0,0.51,0
INV-107418,TechNova,22JILTH1478Z1ZD,Consulting,Bank Transfer,8673.21,1561.18,60,2025-07-10 12:15:35.259585,2025-09-08 12:15:35.259585,39,0,1,0,0,1.14,0
INV-107419,Global Traders,32SSSKI7644W8ZN,Consulting,Cheque,43739.3,7873.07,15,2026-06-15 12:15:35.259597,2026-06-30 12:15:35.259597,100,1,1,0,0,0.88,1
INV-107420,Prime Electronics,20SOWPD5795EXZB,Hardware,Credit Card,73115.82,13160.85,45,2025-06-24 12:15:35.259610,2025-08-08 12:15:35.259610,33,0,1,0,0,1.02,0
INV-107421,XYZ Solutions,26EIBJO7166H2ZZ,Consulting,Credit Card,94936.08,17088.49,45,2025-08-09 12:15:35.259622,2025-09-23 12:15:35.259622,64,0,1,0,0,1.08,0
INV-107422,Vertex Systems,23ZIESU4093QLZZ,Maintenance,Cheque,29554.4,5319.79,30,2026-01-08 12:15:35.259634,2025-12-15 12:15:35.259634,36,0,1,0,1,1.23,1
INV-107423,ABC Technologies,37JEMVC1015ZMZP,Electronics,Cheque,87355.32,2486.42,30,2025-10-21 12:15:35.259648,2025-11-20 12:15:35.259648,19,0,1,1,0,1.3,1
INV-107424,Prime Electronics,21XTHGU8720OZZB,Hardware,Credit Card,23608.43,4249.52,15,2026-02-26 12:15:35.259661,2026-03-13 12:15:35.259661,88,0,1,0,0,1.46,0
INV-107425,XYZ Solutions,20TACIT7484R2Z4,Maintenance,Cheque,90846.83,16352.43,45,2025-08-08 12:15:35.259673,2025-09-22 12:15:35.259673,68,0,1,0,0,1.01,0
INV-107426,Future Innovations,11MUWCK7991YNZX,Maintenance,Credit Card,44471.22,8004.82,60,2025-08-13 12:15:35.259684,2025-10-12 12:15:35.259684,14,0,1,0,0,1.33,0
INV-107427,TechNova,11QROGW0523VQZE,Maintenance,UPI,40744.48,7334.01,30,2025-07-04 12:15:35.259699,2025-08-03 12:15:35.259699,85,0,1,0,0,1.38,0
INV-107428,Global Traders,24WYPIN8491F2ZA,Consulting,UPI,38775.26,6979.55,45,2026-05-12 12:15:35.259712,2026-06-26 12:15:35.259712,58,0,1,0,0,1.48,0
INV-107429,Apex Supplies,20OJUBC7487VFZU,Software,UPI,86241.07,15523.39,15,2025-10-23 12:15:35.259723,2025-11-07 12:15:35.259723,92,0,1,0,0,0.78,0
INV-107430,Skyline Pvt Ltd,32PKQQG7857SNZ7,Software,Credit Card,12968.97,2334.41,60,2026-02-04 12:15:35.259735,2026-04-05 12:15:35.259735,22,0,1,0,0,0.9,0
INV-107431,ABC Technologies,11AIFNF5831AFZU,Software,Bank Transfer,33308.25,5995.48,30,2026-06-04 12:15:35.259747,2026-07-04 12:15:35.259747,16,0,1,0,0,0.9,0
INV-107432,Apex Supplies,13OVRBY2847EHZI,Software,UPI,41614.39,7490.59,45,2025-06-25 12:15:35.259758,2025-08-09 12:15:35.259758,42,0,1,0,0,1.42,0
INV-107433,TechNova,33YWSNP2848LUZF,Consulting,Credit Card,25565.5,4601.79,30,2025-12-11 12:15:35.259770,2026-01-10 12:15:35.259770,64,0,1,0,0,1.48,0
INV-107434,TechNova,36YRVTD2133PVZK,Maintenance,UPI,50399.66,9071.94,15,2025-08-27 12:15:35.259782,2025-09-11 12:15:35.259782,60,0,1,0,0,1.36,0
INV-107435,Bluechip Enterprises,10JYTQI9396SJZQ,Hardware,Bank Transfer,10921.79,3236.05,30,2026-06-14 12:15:35.259796,2026-07-14 12:15:35.259796,72,0,1,1,0,1.22,1
INV-107436,Skyline Pvt Ltd,27MQWZP3436G9ZS,Consulting,Credit Card,30931.22,5567.62,15,2026-02-10 12:15:35.259809,2026-02-25 12:15:35.259809,57,1,1,0,0,1.24,1
INV-107437,TechNova,21HFGKI0525MAZN,Maintenance,UPI,63432.27,11417.81,60,2025-11-02 12:15:35.259821,2026-01-01 12:15:35.259821,76,0,1,0,0,0.92,0
INV-107438,Global Traders,20UWENH3371X6ZE,Software,Bank Transfer,65808.11,11845.46,30,2025-06-21 12:15:35.259833,2025-05-28 12:15:35.259833,46,0,1,0,1,1.37,1
INV-107439,Future Innovations,16SGIUE3557RVZD,Electronics,Bank Transfer,33353.97,6003.71,15,2026-06-01 12:15:35.259847,2026-06-16 12:15:35.259847,66,0,1,0,0,0.74,0
INV-107440,Skyline Pvt Ltd,11VBLTG3502CYZ9,Consulting,Credit Card,88418.33,15915.3,45,2026-05-09 12:15:35.259858,2026-04-14 12:15:35.259858,85,0,1,0,1,0.71,1
INV-107441,Prime Electronics,28EBWFY8566TSZS,Hardware,Cheque,50973.93,9175.31,60,2025-08-19 12:15:35.259872,2025-10-18 12:15:35.259872,79,0,1,0,0,0.87,0
INV-107442,Prime Electronics,26WLPKF5305OPZO,Electronics,Credit Card,93505.74,16831.03,45,2025-09-24 12:15:35.259884,2025-11-08 12:15:35.259884,79,0,1,0,0,0.65,0
INV-107443,TechNova,15HPBTW3441CDZB,Hardware,UPI,65734.14,11832.15,30,2025-09-09 12:15:35.259896,2025-10-09 12:15:35.259896,17,0,1,0,0,1.0,0
INV-107444,TechNova,18CADWJ5657IIZA,Maintenance,Credit Card,18155.52,3267.99,30,2025-10-11 12:15:35.259910,2025-11-10 12:15:35.259910,83,0,1,0,0,0.96,0
INV-107445,Future Innovations,21RCYUG7122CBZM,Hardware,Credit Card,1010.39,181.87,15,2025-09-18 12:15:35.259921,2025-10-03 12:15:35.259921,9,0,1,0,0,0.99,0
INV-107446,ABC Technologies,ABCDE,Maintenance,Credit Card,19287.84,3471.81,60,2025-07-01 12:15:35.259933,2025-08-30 12:15:35.259933,30,0,0,0,0,1.21,1
INV-107447,ABC Technologies,21KEFYJ0639BIZF,Software,UPI,84364.49,15185.61,60,2025-10-17 12:15:35.259946,2025-12-16 12:15:35.259946,29,0,1,0,0,1.07,0
INV-107448,Bluechip Enterprises,32GVMNR8255DRZQ,Software,Cheque,96741.2,17413.42,30,2025-09-28 12:15:35.259958,2025-10-28 12:15:35.259958,98,0,1,0,0,1.13,0
INV-107449,Prime Electronics,31MGCCK1302WIZI,Consulting,UPI,17933.85,3228.09,15,2026-06-13 12:15:35.259970,2026-06-28 12:15:35.259970,27,0,1,0,0,1.24,0
INV-107450,Bluechip Enterprises,GST-ERROR,Maintenance,Cheque,4777.72,859.99,60,2025-09-13 12:15:35.259981,2025-11-12 12:15:35.259981,51,0,0,0,0,0.66,1
INV-107451,Vertex Systems,16ZHESF0776BIZN,Consulting,Bank Transfer,71000.59,12780.11,30,2025-08-16 12:15:35.259998,2025-09-15 12:15:35.259998,21,1,1,0,0,0.68,1
INV-107452,Future Innovations,22CUUMO0576P6ZN,Software,Credit Card,79423.5,14296.23,15,2025-09-03 12:15:35.260014,2025-09-18 12:15:35.260014,1,0,1,0,0,1.16,0
INV-107453,Future Innovations,25VBPMO5472NXZP,Maintenance,Credit Card,46992.55,8458.66,45,2026-05-21 12:15:35.260026,2026-07-05 12:15:35.260026,72,0,1,0,0,0.59,0
INV-107454,Prime Electronics,18FIMQO3769SFZZ,Maintenance,Cheque,97718.76,17589.38,30,2025-12-19 12:15:35.260038,2026-01-18 12:15:35.260038,63,0,1,0,0,0.58,0
INV-107455,ABC Technologies,13PLTXK0870WKZU,Consulting,UPI,2830.7,509.53,45,2026-01-09 12:15:35.260050,2026-02-23 12:15:35.260050,16,0,1,0,0,1.05,0
INV-107456,Bluechip Enterprises,25DPHWZ9236YYZ5,Electronics,Credit Card,32529.81,5855.37,45,2026-06-12 12:15:35.260062,2026-07-27 12:15:35.260062,99,0,1,0,0,5.28,1
INV-107457,Future Innovations,29WTPLK0773M4ZT,Electronics,Bank Transfer,73209.36,15546.37,15,2026-04-03 12:15:35.260088,2026-04-18 12:15:35.260088,6,0,1,1,0,1.34,1
INV-107458,Global Traders,35RCROR7343LNZK,Maintenance,Bank Transfer,53695.91,9665.26,45,2026-01-12 12:15:35.260104,2026-02-26 12:15:35.260104,86,0,1,0,0,1.31,0
INV-107459,TechNova,14MYUIQ0114ONZ9,Consulting,Credit Card,98944.45,17810.0,15,2025-12-04 12:15:35.260116,2025-12-19 12:15:35.260116,65,0,1,0,0,0.71,0
INV-107460,Apex Supplies,33YNSVA7625LSZF,Maintenance,Credit Card,89713.7,16148.47,15,2025-08-09 12:15:35.260128,2025-08-24 12:15:35.260128,48,0,1,0,0,1.17,0
INV-107461,Skyline Pvt Ltd,33JWPVZ8667HVZ7,Consulting,Bank Transfer,32172.39,5791.03,15,2025-10-29 12:15:35.260153,2025-11-13 12:15:35.260153,8,0,1,0,0,0.66,0
INV-107462,Apex Supplies,14LHSUF2214YEZK,Electronics,Cheque,28977.41,5215.93,45,2026-05-29 12:15:35.260164,2026-07-13 12:15:35.260164,5,0,1,0,0,1.27,0
INV-107463,Future Innovations,15LITMK0981TNZ2,Consulting,Cheque,77568.94,13962.41,15,2026-02-21 12:15:35.260177,2026-03-08 12:15:35.260177,93,0,1,0,0,0.63,0
INV-107464,Prime Electronics,23KHKVZ3495B4ZJ,Consulting,Cheque,77139.92,13885.19,45,2025-07-28 12:15:35.260189,2025-09-11 12:15:35.260189,87,0,1,0,0,1.01,0
INV-107465,Future Innovations,12TODFW6963DUZ0,Electronics,Cheque,43389.78,7810.16,30,2025-07-09 12:15:35.260201,2025-08-08 12:15:35.260201,69,0,1,0,0,1.2,0
INV-107466,Global Traders,35KEEDF5170PHZV,Software,Bank Transfer,92133.32,16584.0,15,2026-04-25 12:15:35.260215,2026-05-10 12:15:35.260215,6,0,1,0,0,0.89,0
INV-107467,Prime Electronics,22SHLUZ9885GQZN,Hardware,Credit Card,90143.24,16225.78,15,2025-08-09 12:15:35.260227,2025-08-24 12:15:35.260227,29,0,1,0,0,6.91,1
INV-107468,Bluechip Enterprises,18NSFLB1770HEZ7,Hardware,Credit Card,64063.01,11531.34,45,2025-09-24 12:15:35.260240,2025-11-08 12:15:35.260240,13,0,1,0,0,0.98,0
INV-107469,Skyline Pvt Ltd,22OQTNA1241R3ZV,Electronics,Cheque,4239.68,763.14,15,2026-01-24 12:15:35.260255,2026-02-08 12:15:35.260255,79,0,1,0,0,0.69,0
INV-107470,ABC Technologies,18TEOUN0873I2Z9,Maintenance,UPI,80862.45,14555.24,60,2025-07-10 12:15:35.260267,2025-09-08 12:15:35.260267,11,0,1,0,0,0.52,0
INV-107471,TechNova,GST-ERROR,Consulting,Bank Transfer,79709.08,14347.63,60,2025-10-08 12:15:35.260280,2025-12-07 12:15:35.260280,6,0,0,0,0,0.88,1
INV-107472,Future Innovations,13AXDGA3544O5ZL,Maintenance,Cheque,27746.75,4994.41,15,2026-04-08 12:15:35.260293,2026-04-23 12:15:35.260293,41,0,1,0,0,1.31,0
INV-107473,ABC Technologies,28EHDNY2951H8Z4,Maintenance,Cheque,63152.14,11367.39,60,2025-12-07 12:15:35.260308,2026-02-05 12:15:35.260308,19,0,1,0,0,0.58,0
INV-107474,Global Traders,24BPQHJ3147R7ZP,Electronics,Bank Transfer,10430.82,890.83,45,2026-01-17 12:15:35.260333,2026-03-03 12:15:35.260333,85,0,1,1,0,1.33,1
INV-107475,Bluechip Enterprises,12345,Maintenance,Bank Transfer,11788.98,2122.02,45,2025-12-17 12:15:35.260347,2026-01-31 12:15:35.260347,41,0,0,0,0,0.52,1
INV-107476,Bluechip Enterprises,13JVHVM1186ZYZ0,Maintenance,UPI,7119.67,1281.54,30,2025-09-02 12:15:35.260361,2025-08-09 12:15:35.260361,42,0,1,0,1,1.16,1
INV-107477,XYZ Solutions,28IJINH3376KTZ1,Hardware,UPI,22731.97,4091.75,30,2025-08-09 12:15:35.260375,2025-09-08 12:15:35.260375,40,0,1,0,0,1.26,0
INV-107478,TechNova,24YUVVO9057F5ZJ,Electronics,Bank Transfer,63987.02,11517.66,45,2025-10-05 12:15:35.260391,2025-11-19 12:15:35.260391,97,0,1,0,0,1.04,0
INV-107479,Apex Supplies,17YLGDO9767NOZL,Software,Bank Transfer,27882.52,5018.85,60,2025-09-17 12:15:35.260404,2025-08-29 12:15:35.260404,29,0,1,0,1,1.4,1
INV-107480,XYZ Solutions,13BAKBN4391MOZF,Maintenance,Cheque,6492.78,1168.7,60,2025-11-27 12:15:35.260418,2026-01-26 12:15:35.260418,86,0,1,0,0,0.72,0
INV-107481,Skyline Pvt Ltd,31MOJAP1099N1ZT,Software,Credit Card,52731.79,9491.72,30,2025-10-21 12:15:35.260431,2025-11-20 12:15:35.260431,54,0,1,0,0,0.86,0
INV-107482,Vertex Systems,27KNLDB8707TNZI,Consulting,UPI,56532.31,10175.82,60,2025-09-19 12:15:35.260444,2025-11-18 12:15:35.260444,61,0,1,0,0,1.17,0
INV-107483,Bluechip Enterprises,29XHONO2429MPZG,Software,Cheque,58307.79,10495.4,15,2026-04-02 12:15:35.260457,2026-04-17 12:15:35.260457,97,0,1,0,0,0.79,0
