invoice_number,purchase_order,vendor_id,vendor_name,gst_number,category,country,state,currency,invoice_amount,gst_percentage,tax_amount,discount_percent,discount_amount,subtotal,total_amount,payment_method,payment_terms,payment_status,invoice_date,due_date,invoice_description,vendor_frequency,vendor_risk,blacklisted,duplicate_invoice,duplicate_po,gst_valid,tax_mismatch,date_anomaly,amount_anomaly,payment_anomaly,vendor_mismatch,currency_mismatch,risk_score,fraud
INV-2026-007741,PO-2026-007741,VEN1017,Future Systems,INVALIDGST,Software,India,TN,INR,57140.49,18,16607.33,0,0.0,57140.49,67425.78,UPI,45,Overdue,2025-12-04,2026-01-18,Printer Cartridge Supply,79,Medium,False,0,0,0,1,0,0,0,0,0,45,0
INV-2026-007742,PO-2026-007742,VEN1086,Tech Technologies,19BRRHX5393F2ZJ,Maintenance,India,WB,INR,34905.14,18,6282.93,0,0.0,34905.14,41188.07,Bank Transfer,45,Pending,2025-09-10,2025-10-25,Software License Renewal,72,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007743,PO-2026-007743,VEN1080,Skyline Electronics,19NJTHC4553O3Z3,Cloud Services,India,WB,AED,54380.08,18,9788.41,10,5438.01,48942.07,58730.48,Cheque,45,Processing,2025-07-25,2025-09-08,Desktop Computer Purchase,87,Low,False,0,0,1,0,0,0,0,0,1,0,0
INV-2026-007744,PO-2026-007744,VEN1060,Future Electronics,29DXMRR9575X2ZQ,Cloud Services,India,KA,INR,31597.39,18,5687.53,0,0.0,31597.39,37284.92,UPI,15,Overdue,2026-01-12,2026-01-27,Network Switch Installation,101,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-004143,PO-2026-007745,VEN1085,Alpha Networks,INVALIDGST,Maintenance,India,WB,AED,38045.89,18,6848.26,0,0.0,38045.89,44894.15,Bank Transfer,15,Overdue,2025-11-23,2025-12-08,IT Infrastructure Upgrade,146,Medium,False,1,0,0,0,0,0,0,0,1,55,0
INV-2026-007746,PO-2026-007746,VEN1056,Delta Technologies,36RDAMH4335ONZ6,Office Supplies,India,TS,INR,11225.7,12,1347.08,5,561.29,10664.41,12011.49,NEFT,30,Overdue,2026-06-03,2026-07-03,Database Consulting,103,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007747,PO-2026-007747,VEN1021,Nova Systems,33QYIAV1532CHZ3,Consulting,India,TN,INR,167479.13,18,30146.24,0,0.0,167479.13,197625.37,RTGS,30,Paid,2025-10-25,2025-11-24,Business Analytics Consulting,46,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007748,PO-2026-001980,VEN1061,Quantum Services,INVALIDGST,Cloud Services,India,MH,GBP,57283.92,18,10311.11,10,5728.39,51555.53,61866.64,UPI,60,Pending,2026-01-24,2026-03-25,Software License Renewal,68,Low,False,0,1,0,0,0,0,0,0,1,45,0
INV-2026-007749,PO-2026-007749,VEN1071,Prime Private Limited,08JSTUJ1844I6ZR,Consulting,India,RJ,INR,74995.09,18,13499.12,5,3749.75,71245.34,84744.46,Bank Transfer,30,Processing,2026-03-06,2026-04-05,Network Switch Installation,60,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007750,PO-2026-007750,VEN1000,Future Networks,33UBSDD5851HRZW,Networking,India,TN,INR,162887.41,18,29319.73,10,16288.74,146598.67,175918.4,NEFT,60,Paid,2025-10-24,2025-12-23,IT Infrastructure Upgrade,110,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-004167,PO-2026-007492,VEN1059,Unknown Vendor,27EHCKP6509LXZ9,Networking,India,MH,INR,34577.45,18,6223.94,10,3457.74,31119.71,37343.65,Bank Transfer,30,Pending,2025-12-07,2026-01-06,Desktop Computer Purchase,121,Low,False,1,1,1,0,0,0,0,1,0,50,0
INV-2026-007446,PO-2026-000427,VEN1085,Alpha Networks,19RIMMZ4392DJZ8,Maintenance,India,WB,INR,79645.7,18,4259.72,0,0.0,23665.09,27924.81,Bank Transfer,45,Overdue,2026-06-28,2026-08-12,Server Upgrade,146,Medium,False,1,1,1,0,0,1,0,0,0,70,1
INV-2026-006510,PO-2026-003195,VEN1053,Apex Services,24RYIGR1720YJZQ,Consulting,India,GJ,INR,288240.28,18,18087.49,5,5024.3,95461.73,113549.22,RTGS,15,Failed,2026-04-17,2026-05-02,Annual Maintenance Contract,72,Low,False,1,1,1,0,0,1,1,0,0,85,1
INV-2026-007754,PO-2026-007754,VEN1050,Unknown Vendor,19OVPOL1587RSZD,Consulting,India,WB,INR,71955.66,18,12952.02,0,0.0,71955.66,84907.68,NEFT,15,Paid,2026-05-24,2026-05-09,Printer Cartridge Supply,146,Medium,False,0,0,1,0,1,0,0,1,0,15,0
INV-2026-007755,PO-2026-007755,VEN1030,Nova Enterprises,19KVPRF7777MJZQ,Cloud Services,India,WB,INR,46326.83,18,8338.83,0,0.0,46326.83,54665.66,Bank Transfer,45,Paid,2025-10-10,2025-11-24,Server Upgrade,93,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007756,PO-2026-007756,VEN1015,Skyline Industries,08NMENJ5201LYZ6,Electronics,India,RJ,INR,61900.29,28,17332.08,0,0.0,61900.29,79232.37,RTGS,30,Paid,2025-12-13,2026-01-12,Annual Maintenance Contract,49,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007757,PO-2026-007757,VEN1082,Zenith Services,07AOEQV5055IKZK,Hardware,India,DL,INR,136894.3,18,24640.97,0,0.0,136894.3,161535.27,NEFT,15,Overdue,2025-08-14,2025-08-29,Cloud Infrastructure Subscription,142,Low,True,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007758,PO-2026-007758,VEN1037,Vertex Industries,36LWHXI7363K2ZE,Hardware,India,TS,INR,135705.99,18,24427.08,10,13570.6,122135.39,146562.47,NEFT,30,Pending,2026-04-07,2026-05-07,Annual Maintenance Contract,146,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007759,PO-2026-007759,VEN1056,Delta Technologies,36RDAMH4335ONZ6,Office Supplies,India,TS,INR,18075.98,12,2169.12,5,903.8,17172.18,19341.3,NEFT,15,Pending,2025-12-18,2026-01-02,Cloud Infrastructure Subscription,103,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007760,PO-2026-007760,VEN1088,Quantum Solutions,08KEYYO4388SEZE,Software,India,RJ,INR,52362.69,18,9425.28,0,0.0,52362.69,61787.97,Cheque,60,Pending,2025-07-13,2025-09-11,Database Consulting,88,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007761,PO-2026-007761,VEN1054,Vision Enterprises,24EYKZA5476N1Z7,Office Supplies,India,GJ,INR,45612.43,12,5473.49,0,0.0,45612.43,51085.92,RTGS,15,Processing,2026-03-22,2026-04-06,Server Upgrade,142,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007762,PO-2026-007762,VEN1069,Vertex Corporation,07LHRNK4158FSZL,Consulting,India,DL,INR,154669.65,18,27840.54,5,7733.48,146936.17,174776.71,NEFT,60,Paid,2025-07-06,2025-09-04,IT Infrastructure Upgrade,113,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007763,PO-2026-007763,VEN1069,Vertex Corporation,07LHRNK4158FSZL,Consulting,India,DL,INR,186531.33,18,33575.64,5,9326.57,177204.76,210780.4,NEFT,60,Pending,2025-07-25,2025-09-23,Desktop Computer Purchase,113,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007764,PO-2026-007764,VEN1026,Nova Services,07JGDNA0545PGZB,Consulting,India,DL,INR,58632.07,18,10553.77,5,2931.6,55700.47,66254.24,RTGS,45,Overdue,2026-03-25,2026-05-09,Desktop Computer Purchase,87,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007765,PO-2026-007765,VEN1029,Nova Industries,29PFRPH6751ELZ8,Networking,India,KA,INR,148842.82,18,26791.71,10,14884.28,133958.54,160750.25,RTGS,45,Paid,2026-04-04,2026-05-19,Desktop Computer Purchase,123,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007766,PO-2026-007766,VEN1011,Apex Consulting,07PBPPU2079O4ZS,Hardware,India,DL,INR,204578.8,18,36824.18,5,10228.94,194349.86,231174.04,NEFT,60,Overdue,2025-12-20,2026-02-18,Laptop Procurement,130,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007767,PO-2026-007767,VEN1095,Vertex Electronics,08MBFIA5018SZZK,Maintenance,India,RJ,INR,18115.6,18,3260.81,0,0.0,18115.6,21376.41,Bank Transfer,60,Pending,2025-09-25,2025-11-24,Cloud Storage Expansion,53,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007768,PO-2026-007768,VEN1005,Future Private Limited,33HGUCP0802RKZD,Cloud Services,India,TN,INR,31232.86,18,5621.91,10,3123.29,28109.57,33731.48,NEFT,15,Paid,2025-08-18,2025-09-02,Firewall Installation,111,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007769,PO-2026-007769,VEN1096,Unknown Vendor,INVALIDGST,Software,India,MH,INR,133936.04,18,6824.53,0,0.0,37914.05,44738.58,UPI,30,Processing,2026-04-06,2026-04-02,Annual Maintenance Contract,95,Low,False,0,0,0,0,1,1,0,1,0,60,0
INV-2026-008501,PO-2026-007770,VEN1094,Vertex Consulting,INVALIDGST,Office Supplies,India,TN,INR,83292.72,12,3884.67,5,1618.61,30753.62,34638.29,NEFT,15,Overdue,2026-06-02,2026-06-17,IT Infrastructure Upgrade,41,Low,False,1,0,0,0,0,1,0,0,0,75,1
INV-2026-007771,PO-2026-007771,VEN1050,Prime Software,19OVPOL1587RSZD,Consulting,India,WB,INR,49931.83,18,8987.73,5,2496.59,47435.24,56422.97,NEFT,45,Pending,2026-05-02,2026-06-16,Business Analytics Consulting,146,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007772,PO-2026-007772,VEN1041,Tech Systems,36XOQRC5859VQZ8,Networking,India,TS,INR,167811.95,18,30206.15,10,16781.2,151030.75,181236.9,UPI,15,Paid,2026-05-23,2026-06-07,Business Analytics Consulting,135,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007773,PO-2026-007773,VEN1074,Prime Networks,19ECCYD6459RYZR,Software,India,WB,INR,40310.86,18,7255.95,5,2015.54,38295.32,45551.27,RTGS,45,Pending,2026-03-29,2026-05-13,IT Infrastructure Upgrade,106,Low,True,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007774,PO-2026-007774,VEN1008,Bluechip Electronics,19GPPXD3824VWZ6,Hardware,India,WB,INR,200721.82,18,36129.93,5,10036.09,190685.73,226815.66,NEFT,45,Overdue,2025-07-12,2025-08-26,Printer Cartridge Supply,129,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007775,PO-2026-007775,VEN1019,Zenith Solutions,36EHUCM1069QSZP,Office Supplies,India,TS,USD,10927.76,12,1311.33,10,1092.78,9834.98,11146.31,Cheque,30,Processing,2025-11-14,2025-12-14,Firewall Installation,143,Low,False,0,0,1,0,0,0,0,0,1,0,0
INV-2026-007776,PO-2026-007776,VEN1082,Zenith Services,07AOEQV5055IKZK,Hardware,India,DL,INR,172470.21,18,31044.64,5,8623.51,163846.7,194891.34,NEFT,15,Processing,2025-09-27,2025-10-12,Firewall Installation,142,Low,True,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007777,PO-2026-007777,VEN1012,Unknown Vendor,INVALIDGST,Networking,India,MH,USD,116845.17,18,21032.13,10,11684.52,105160.65,126192.78,Cheque,45,Pending,2025-07-19,2025-07-06,Printer Cartridge Supply,111,High,False,0,0,0,0,1,0,0,1,1,40,0
INV-2026-007778,PO-2026-007778,VEN1036,Skyline Private Limited,33RNNES2178L3Z4,Hardware,India,TN,INR,253369.73,18,45606.55,10,25336.97,228032.76,273639.31,RTGS,15,Pending,2025-10-08,2025-10-23,Office Furniture Purchase,121,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007779,PO-2026-007779,VEN1082,Zenith Services,07AOEQV5055IKZK,Hardware,India,DL,INR,163535.19,18,29436.33,5,8176.76,155358.43,184794.76,NEFT,30,Overdue,2025-11-18,2025-12-18,IT Infrastructure Upgrade,142,Low,True,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007780,PO-2026-007780,VEN1021,Nova Systems,33QYIAV1532CHZ3,Consulting,India,TN,INR,160774.36,18,28939.38,0,0.0,160774.36,189713.74,RTGS,15,Overdue,2025-12-18,2026-01-02,Office Furniture Purchase,46,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007781,PO-2026-007781,VEN1054,Vision Enterprises,24EYKZA5476N1Z7,Office Supplies,India,GJ,INR,41186.47,12,4942.38,5,2059.32,39127.15,44069.53,RTGS,15,Pending,2026-05-07,2026-05-22,Annual Maintenance Contract,142,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007782,PO-2026-007782,VEN1041,Tech Systems,36XOQRC5859VQZ8,Networking,India,TS,INR,158903.28,18,28602.59,0,0.0,158903.28,187505.87,UPI,15,Overdue,2026-06-19,2026-07-04,Business Analytics Consulting,135,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007783,PO-2026-007783,VEN1045,Unknown Vendor,INVALIDGST,Cloud Services,India,KA,INR,94697.35,18,17045.52,10,9469.74,85227.61,102273.13,UPI,15,Failed,2025-11-18,2025-11-08,Laptop Procurement,116,Medium,False,0,0,0,0,1,0,1,1,0,55,0
INV-2026-007784,PO-2026-007784,VEN1057,Skyline Technologies,19WISHG7936KXZA,Networking,India,WB,INR,141405.11,18,25452.92,0,0.0,141405.11,166858.03,RTGS,15,Processing,2025-09-07,2025-09-22,Network Switch Installation,149,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007785,PO-2026-005974,VEN1074,Prime Networks,INVALIDGST,Software,India,WB,INR,48624.16,18,8752.35,5,2431.21,46192.95,54945.3,RTGS,45,Failed,2025-12-05,2025-11-28,Cloud Infrastructure Subscription,106,Low,True,0,1,0,0,1,0,1,0,0,100,1
INV-2026-007786,PO-2026-007786,VEN1000,Future Networks,33UBSDD5851HRZW,Networking,India,TN,INR,128352.72,18,23103.49,5,6417.64,121935.08,145038.57,NEFT,45,Overdue,2025-07-22,2025-09-05,Business Analytics Consulting,110,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007787,PO-2026-001941,VEN1020,Sigma Industries,07YJUAG0877Y9ZT,Electronics,India,DL,INR,282451.81,28,28480.29,5,5085.77,96629.56,125109.85,Bank Transfer,15,Processing,2026-02-14,2026-03-01,Server Upgrade,37,Medium,False,0,1,1,0,0,1,0,0,0,40,0
INV-2026-007788,PO-2026-007788,VEN1079,ABC Services,27FHAVA5070RQZZ,Office Supplies,India,MH,INR,21364.28,12,2563.71,10,2136.43,19227.85,21791.56,Cheque,45,Processing,2026-02-02,2026-03-19,Cyber Security Audit,34,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007789,PO-2026-007789,VEN1028,Bluechip Consulting,08EHVXE8524XGZP,Maintenance,India,RJ,INR,41281.13,18,7430.6,10,4128.11,37153.02,44583.62,RTGS,60,Overdue,2026-03-11,2026-05-10,IT Infrastructure Upgrade,94,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007790,PO-2026-007790,VEN1054,Vision Enterprises,24EYKZA5476N1Z7,Office Supplies,India,GJ,INR,30971.66,12,3716.6,5,1548.58,29423.08,33139.68,RTGS,45,Processing,2025-08-15,2025-09-29,Network Switch Installation,142,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007791,PO-2026-007791,VEN1041,Tech Systems,36XOQRC5859VQZ8,Networking,India,TS,INR,189604.79,18,34128.86,10,18960.48,170644.31,204773.17,UPI,30,Paid,2026-04-12,2026-05-12,Desktop Computer Purchase,135,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007792,PO-2026-007792,VEN1007,Vision Private Limited,08SUIKN7426R6ZM,Maintenance,India,RJ,INR,30214.64,18,5438.64,10,3021.46,27193.18,32631.82,NEFT,45,Overdue,2026-03-24,2026-05-08,Server Upgrade,139,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007793,PO-2026-007793,VEN1030,Nova Enterprises,19KVPRF7777MJZQ,Cloud Services,India,WB,INR,41407.74,18,7453.39,0,0.0,41407.74,48861.13,Bank Transfer,45,Overdue,2026-02-21,2026-04-07,Firewall Installation,93,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007794,PO-2026-003707,VEN1029,Nova Industries,29PFRPH6751ELZ8,Networking,India,KA,INR,116997.08,18,31433.19,0,0.0,116997.08,138056.55,RTGS,15,Processing,2025-09-04,2025-09-19,Laptop Procurement,123,Low,False,0,1,1,1,0,0,0,0,0,40,0
INV-2026-007795,PO-2026-007795,VEN1029,Nova Industries,29PFRPH6751ELZ8,Networking,India,KA,INR,138751.73,18,24975.31,10,13875.17,124876.56,149851.87,RTGS,30,Pending,2025-11-30,2025-12-30,Cloud Storage Expansion,123,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007796,PO-2026-007796,VEN1008,Bluechip Electronics,19GPPXD3824VWZ6,Hardware,India,WB,INR,201199.17,18,82352.14,0,0.0,201199.17,237415.02,NEFT,60,Overdue,2025-12-06,2026-02-04,Server Upgrade,129,Low,False,0,0,1,1,0,0,0,0,0,20,0
INV-2026-007797,PO-2026-007797,VEN1046,Bluechip Technologies,08MQJPC5354YVZT,Electronics,India,RJ,INR,19128.83,28,5356.07,0,0.0,19128.83,24484.9,NEFT,45,Overdue,2026-01-28,2026-03-14,Cloud Infrastructure Subscription,148,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007798,PO-2026-007798,VEN1077,Sigma Software,27KYTTJ3925GFZJ,Networking,India,MH,INR,50044.13,18,9007.94,5,2502.21,47541.92,56549.86,NEFT,45,Overdue,2026-05-14,2026-06-28,Cloud Infrastructure Subscription,112,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007799,PO-2026-007799,VEN1057,Skyline Technologies,19WISHG7936KXZA,Networking,India,WB,INR,116830.85,18,21029.55,10,11683.09,105147.76,126177.31,RTGS,30,Pending,2026-03-15,2026-04-14,Firewall Installation,149,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007800,PO-2026-007800,VEN1016,ABC Electronics,29BDPLZ3521MUZM,Electronics,India,KA,INR,18936.8,28,5302.3,10,1893.68,17043.12,22345.42,Bank Transfer,45,Overdue,2025-08-06,2025-09-20,Office Furniture Purchase,122,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007801,PO-2026-007801,VEN1065,Apex Enterprises,07MFZWQ7205URZJ,Office Supplies,India,DL,INR,11258.92,12,1351.07,5,562.95,10695.97,12047.04,NEFT,45,Pending,2025-10-22,2025-12-06,Desktop Computer Purchase,68,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007802,PO-2026-006531,VEN1077,Unknown Vendor,INVALIDGST,Networking,India,MH,INR,40812.21,18,3540.89,10,4081.22,36730.99,44077.19,NEFT,60,Overdue,2026-06-02,2026-08-01,IT Infrastructure Upgrade,112,Medium,False,0,1,0,1,0,0,0,1,0,65,0
INV-2026-007803,PO-2026-007803,VEN1081,Nova Corporation,19AEGON5700M6Z7,Cloud Services,India,WB,INR,49911.98,18,8984.16,5,2495.6,47416.38,56400.54,Cheque,45,Processing,2025-11-10,2025-12-25,Network Switch Installation,93,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007804,PO-2026-007804,VEN1085,Alpha Networks,19RIMMZ4392DJZ8,Maintenance,India,WB,INR,28993.59,18,5218.85,0,0.0,28993.59,34212.44,Bank Transfer,30,Paid,2025-10-11,2025-11-10,IT Infrastructure Upgrade,146,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-008966,PO-2026-007805,VEN1007,Vision Private Limited,08SUIKN7426R6ZM,Maintenance,India,RJ,GBP,37457.96,18,15236.8,5,1872.9,35585.06,42327.49,NEFT,60,Failed,2026-01-30,2026-03-31,Laptop Procurement,139,Low,False,1,0,1,1,0,0,1,0,1,65,0
INV-2026-007806,PO-2026-007806,VEN1095,Vertex Electronics,08MBFIA5018SZZK,Maintenance,India,RJ,USD,16968.21,18,3054.28,0,0.0,16968.21,20022.49,Bank Transfer,15,Processing,2025-09-22,2025-10-07,Business Analytics Consulting,53,Medium,False,0,0,1,0,0,0,0,0,1,0,0
INV-2026-007807,PO-2026-007807,VEN1079,ABC Services,27FHAVA5070RQZZ,Office Supplies,India,MH,INR,26934.81,12,3232.18,10,2693.48,24241.33,27473.51,Cheque,60,Pending,2025-11-12,2026-01-11,Cyber Security Audit,34,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007808,PO-2026-007808,VEN1064,ABC Industries,INVALIDGST,Electronics,India,TN,INR,134189.9,28,83654.97,10,13418.99,120770.91,158344.08,Bank Transfer,15,Failed,2026-05-04,2026-05-19,Cloud Storage Expansion,144,Low,False,0,0,0,1,0,0,1,0,0,60,0
INV-2026-007809,PO-2026-007809,VEN1042,Sigma Private Limited,24SPHQM4950W7ZT,Hardware,India,GJ,INR,183983.34,18,33117.0,10,18398.33,165585.01,198702.01,UPI,15,Paid,2025-09-07,2025-09-22,Server Upgrade,133,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007810,PO-2026-007810,VEN1079,ABC Services,27FHAVA5070RQZZ,Office Supplies,India,MH,INR,19691.07,12,2362.93,10,1969.11,17721.96,20084.89,Cheque,15,Paid,2026-01-08,2026-01-23,Laptop Procurement,34,High,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007811,PO-2026-007811,VEN1011,Apex Consulting,INVALIDGST,Hardware,India,DL,GBP,558809.06,18,35983.41,5,9995.39,189912.45,225895.86,NEFT,45,Pending,2026-06-29,2026-06-13,Cyber Security Audit,130,Low,False,0,0,0,0,1,1,0,0,1,60,0
INV-2026-007812,PO-2026-007812,VEN1069,Vertex Corporation,07LHRNK4158FSZL,Consulting,India,DL,INR,157049.26,18,28268.87,10,15704.93,141344.33,169613.2,NEFT,15,Paid,2026-01-09,2026-01-24,Laptop Procurement,113,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007813,PO-2026-007813,VEN1086,Tech Technologies,19BRRHX5393F2ZJ,Maintenance,India,WB,INR,34866.36,18,6275.94,0,0.0,34866.36,41142.3,Bank Transfer,45,Pending,2026-05-11,2026-06-25,Firewall Installation,72,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007814,PO-2026-007814,VEN1002,Alpha Industries,29KUGZG1766CWZ8,Office Supplies,India,KA,INR,19149.58,12,2297.95,5,957.48,18192.1,20490.05,RTGS,45,Pending,2025-12-03,2026-01-17,Laptop Procurement,38,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007815,PO-2026-007815,VEN1009,Skyline Corporation,08CNJXF6117LTZ3,Electronics,India,RJ,INR,125812.71,28,35227.56,10,12581.27,113231.44,148459.0,RTGS,45,Pending,2025-10-03,2025-11-17,Desktop Computer Purchase,29,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007816,PO-2026-007816,VEN1060,Future Electronics,29DXMRR9575X2ZQ,Cloud Services,India,KA,INR,30895.92,18,5561.27,10,3089.59,27806.33,33367.6,UPI,15,Processing,2026-05-19,2026-06-03,Desktop Computer Purchase,101,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007817,PO-2026-007817,VEN1077,Sigma Software,27KYTTJ3925GFZJ,Networking,India,MH,INR,61473.9,18,11065.3,5,3073.7,58400.2,69465.5,NEFT,45,Overdue,2025-09-06,2025-10-21,Laptop Procurement,112,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007818,PO-2026-007818,VEN1058,Prime Industries,19KPLFJ5654V5ZI,Networking,India,WB,INR,157339.86,18,28321.17,10,15733.99,141605.87,169927.04,UPI,45,Overdue,2026-06-20,2026-08-04,Server Upgrade,65,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007819,PO-2026-007819,VEN1011,Apex Consulting,07PBPPU2079O4ZS,Hardware,India,DL,INR,195111.42,18,35120.06,10,19511.14,175600.28,210720.34,NEFT,60,Overdue,2026-02-03,2026-04-04,Firewall Installation,130,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007820,PO-2026-007820,VEN1030,Nova Enterprises,19KVPRF7777MJZQ,Cloud Services,India,WB,INR,42295.58,18,7613.2,0,0.0,42295.58,49908.78,Bank Transfer,15,Processing,2026-06-02,2026-06-17,Cloud Storage Expansion,93,Medium,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007821,PO-2026-007821,VEN1099,Alpha Consulting,08ZOQPM6365JAZK,Hardware,India,RJ,INR,287579.04,18,51764.23,10,28757.9,258821.14,310585.37,RTGS,15,Pending,2025-08-02,2025-08-17,Desktop Computer Purchase,59,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007822,PO-2026-007822,VEN1086,Unknown Vendor,19BRRHX5393F2ZJ,Maintenance,India,WB,INR,29019.23,18,5223.46,10,2901.92,26117.31,31340.77,Bank Transfer,30,Pending,2026-02-04,2026-03-06,Cloud Infrastructure Subscription,72,Low,False,0,0,1,0,0,0,0,1,0,0,0
INV-2026-007823,PO-2026-007823,VEN1046,Bluechip Technologies,08MQJPC5354YVZT,Electronics,India,RJ,INR,24912.86,28,6975.6,0,0.0,24912.86,31888.46,NEFT,15,Processing,2026-03-19,2026-04-03,Firewall Installation,148,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000005,PO-2026-007824,VEN1019,Zenith Solutions,INVALIDGST,Office Supplies,India,TS,INR,7713.87,12,925.66,10,771.39,6942.48,7868.14,Cheque,45,Paid,2026-04-02,2026-03-30,Server Upgrade,143,Low,False,1,0,0,0,1,0,0,0,0,70,1
INV-2026-007825,PO-2026-007825,VEN1002,Alpha Industries,29KUGZG1766CWZ8,Office Supplies,India,KA,INR,18478.71,12,2217.45,0,0.0,18478.71,20696.16,RTGS,60,Pending,2026-03-25,2026-05-24,Network Switch Installation,38,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-000546,PO-2026-007826,VEN1060,Future Electronics,INVALIDGST,Cloud Services,India,KA,INR,39931.48,18,16550.91,5,1996.57,37934.91,45122.58,UPI,60,Processing,2026-04-26,2026-04-10,Firewall Installation,101,Low,False,1,0,0,1,1,0,0,0,0,90,1
INV-2026-001198,PO-2026-007827,VEN1042,Sigma Private Limited,24SPHQM4950W7ZT,Hardware,India,GJ,INR,130939.53,18,23569.12,10,13093.95,117845.58,141414.7,UPI,15,Overdue,2026-01-10,2026-01-25,Server Upgrade,133,Low,False,1,0,1,0,0,0,0,0,0,30,0
INV-2026-007828,PO-2026-007828,VEN1078,Skyline Enterprises,36WPXPN1075V5ZQ,Maintenance,India,TS,INR,66632.05,18,11993.77,10,6663.21,59968.84,71962.61,Bank Transfer,45,Pending,2025-07-23,2025-09-06,Cloud Storage Expansion,106,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007829,PO-2026-007829,VEN1087,Alpha Solutions,29YOFEC1972Q4Z9,Cloud Services,India,KA,INR,89228.12,18,16061.06,10,8922.81,80305.31,96366.37,UPI,15,Overdue,2026-02-12,2026-02-27,Laptop Procurement,80,Low,False,0,0,1,0,0,0,0,0,0,0,0
INV-2026-007830,PO-2026-007830,VEN1069,Vertex Corporation,07LHRNK4158FSZL,Consulting,India,DL,INR,143551.03,18,25839.19,10,14355.1,129195.93,155035.12,NEFT,60,Processing,2025-08-04,2025-10-03,Firewall Installation,113,Medium,False,0,0,1,0,0,0,0,0,0,0,0
